username	avr_words_pr_tweet	favourites_count	followers	friends_count	listed_count	recorded_tweets	retweet_count	statuses_count	advertiser
Linda Traitz	21	82839	1634	1437	11	1	1	81787	0
Jacob🎮🏝️	8	3797	42	380	0	1	1	900	0
stacie michele stark	19	1605	90	231	0	1	1	1586	0
jeff beaulieu	8	1560	1933	1897	83	1	0	8526	0
LayWoman for Christ ✝	21	134108	2274	4088	53	1	1	67184	0
2TD2L	24	10618	363	1632	5	1	1	4463	0
Fowler Anderson	17	0	0	0	0	1	1	4	1
gregory 🛸	6	3594	119	447	0	1	1	1456	0
angela alston	10	3142	4381	5000	201	2	0	16107	0
👻 B U S T E R	21	8145	2332	1682	10	1	1	15927	0
USA Sport24	20	171688	3428	60	157	1	1	277338	0
Shirley Eubanks	17	0	0	0	0	1	1	9	1
Mr. Peeples - Boldman Capital Investor	18	933	756	719	1	1	1	1010	0
Terry 👍👍	21	23690	755	4979	121	1	1	64885	0
Ben’s Cards	22	4449	744	880	1	1	1	4422	0
Charlene MacKenzie	15	7416	97	344	1	1	1	4900	1
Adri Anne Micaela🌻	20	12983	108	304	3	1	1	4812	0
Lois Weiss	13	3791	9645	3234	277	1	0	12562	0
Go Power	17	481	777	1637	5	7	0	544	1
Pablo Buitron	2	2502	496	786	54	1	0	590	0
🇺🇸 Ray	21	18179	9456	9428	60	2	2	27029	0
the tiniest nail	23	52	12	28	2	1	1	65	0
Stones and Findings	11	827	267	4	11	1	0	1967	0
Marcelene Griggs	17	0	0	0	0	1	1	19	1
Jazmine Martin	12	726	56	64	0	1	1	1084	0
Merpol Digital PCSO	22	75	338	289	2	1	0	287	0
CuchilloGonzalez	22	0	0	20	0	1	1	5	1
Pali Ltd	26	361	1007	1323	29	1	1	3881	1
Happy bloop	13	6	21	57	0	1	0	656	1
2020 We Take Back WH/Senate/Keep the House	6	49529	411	394	17	1	1	53102	0
Andrea Harrison	27	17717	584	948	6	1	1	6732	1
Warren	17	117	5751	192	0	2	1	1922	0
Teestore	19	0	2	0	0	6	2	18	0
Paula-Rose	20	1454	2994	2771	49	3	3	4403	0
Brandhabitz	10	7066	484	447	1	3	3	7365	0
Chris O'Kill	10	193	40	115	2	1	1	1406	0
Missy Empire	16	4705	17829	843	58	7	0	19568	1
Hutch Kitchen	17	79	51	66	0	4	0	176	1
Rex Headroom	11	14958	2279	1698	30	1	0	20254	0
meeroo_992	22	628	52	46	0	1	1	930	1
Che Chomsky	6	7887	100	338	2	1	1	2463	0
Literature Posts	20	35401	12772	12976	129	5	5	35218	1
Terrence Simpson	21	33058	4233	4974	1	1	1	33980	0
Sandy Hill🌟🌟🌟	23	5208	302	670	0	1	1	1954	0
Morvien R Lloyd	25	18588	1651	879	54	1	1	40201	0
Noel	13	71234	2276	772	0	3	2	797	1
M. Sinnaraja 18846	21	472	152	111	0	1	1	12677	0
Sorob	19	2921	1200	1015	127	1	1	5329	1
deplorable hockeyman	24	92333	9594	10517	54	1	1	127262	0
jorja	20	4525	175	140	0	1	1	2831	0
Gavin Riley	20	13	72	671	1	1	1	584	0
Pipercross Oils	25	193	172	471	1	1	0	166	0
Motley	13	7805	266	1142	2	1	1	7274	0
Tortured Soul ⭐️⭐️⭐️ #3Stars4GenFlynn	24	10260	901	1231	2	1	1	7060	0
Barbera Hargrove	17	0	1	462	0	1	1	79	1
Orange Man Bad	11	5480	275	394	12	1	1	13564	0
Cassiopeia	23	189098	3738	2030	258	1	1	66346	0
harish hash penty★	19	10531	93	414	0	1	1	9502	0
Hiccup	12	1149	62	169	1	1	1	1832	0
えど	21	5670	684	387	36	1	1	212930	0
🏛️🇺🇸 JustJay™ 🇩🇲🌴	9	99	64	456	0	1	0	235	0
Smokie Ron Iverson	24	260772	9206	4881	315	1	1	268211	0
Ottawa Fury FC PA Mike	22	15889	412	604	19	1	1	5836	0
Frank sowers	12	5443	1196	1853	0	1	1	9808	0
V_Dog of 6CHAMBER	27	447	504	3330	9	1	1	10303	1
CatchersGear	21	80	30	64	0	1	0	101	1
Ahmad Mosa	20	1342	119	896	2	1	1	11104	0
#BBP🔥	16	6138	336	422	0	1	1	6132	0
alexsan1992	21	80878	117	1128	4	1	1	12242	1
أمـيـر،ن١٨.	21	252	46	9	0	1	1	10249	0
Mike Kraus	22	4069	463	485	4	1	1	2439	0
CashAdrr.com™	16	308	90	511	0	1	1	326	0
FozzusMTG	22	5	49	575	0	1	1	57	0
Heather #BLM 🏴󠁧󠁢󠁳󠁣󠁴󠁿🌊VVHL	16	35702	858	871	111	4	4	242634	0
Cape Town	10	82	299763	168712	671	1	0	40228	0
Dale Streich	20	1676	32	31	4	1	1	1410	0
Nkule Shezi	10	723	204	288	5	1	1	2640	0
Josh Homer	9	591	134	253	5	1	1	24576	0
OBBA Sushi	20	30	110	335	3	1	0	148	0
iStore	19	17	590	2193	13	2	0	3558	0
@Melissa 💪🏽	22	223254	5840	5277	7	3	3	263158	1
Matter Of Soul	22	348	49	136	0	3	2	186	1
Raj bhagwandin	11	82804	1197	945	9	2	2	93616	0
Real Deals for You	14	843	3107	1656	49	1	0	4503	1
Alysia monferini	17	0	1	78	0	1	1	45	1
Saleema	21	181	10	189	0	1	1	732	0
Mary Oko	15	1979	246	432	25	1	1	7342	1
Tom Langseth	20	927	14	131	0	1	1	176	0
LP Music Group	15	108778	5481	5456	31	1	1	9521	0
o	22	3412	950	570	23	2	2	72210	1
tropic skincare tony & Siobhan	18	19	7	102	0	1	0	7	1
LisaCum	21	196441	192545	1657	959	2	2	369285	0
Leon Carrington	22	4185	173483	35021	439	1	0	8571	1
ohuhbubb☕	21	112225	1664	1113	109	1	1	53515	0
Laurie Houston	21	46031	900	1250	32	1	1	36896	0
EveryPet	7	128	39	69	0	1	0	317	0
Incredible India	7	45	2208	321	22	1	1	47696	0
AmandaDawn	6	19094	260	637	8	1	0	29496	0
Yuette Washington	17	0	0	74	0	1	1	7	1
Richard Collins	27	21	4	72	0	1	1	22	1
C A L	16	406	130	56	0	1	1	382	0
niraj	5	1059	10724	672	39	1	0	63816	0
0r3g0n🦊𝓥1𝖃€𝕹 #CantBeErased	13	27439	1191	832	24	1	0	10274	0
Mitchell Dr.huppertz	17	0	0	0	0	1	1	29	1
Sr Margaret Michael	14	19363	6562	988	95	1	0	6249	0
Transervice Group	23	1733	2745	602	16	1	1	4082	0
Cody Black	6	134	27	175	0	1	0	83	0
NoSafeSpaces	13	16158	1404	1689	2	1	1	16759	0
José	19	7837	308	1147	1	2	2	6000	0
Gecko Tweet Bot	10	5	62	1	0	1	1	4057	0
ken shephard	13	1661	42	126	0	1	1	694	0
Elwanda Voedisch	17	0	0	75	0	1	1	45	1
Benedict ALLEN	23	4598	8525	933	93	1	1	5326	0
Ryan Fahey	20	15008	2255	2695	105	3	0	10133	0
Madie armstrong	17	0	2	20	0	1	1	100	1
JeanniesVintageVine	17	2912	538	354	4	1	1	6605	0
🌟Ashuram🌟	9	6721	50	200	0	1	0	2770	0
James Morace	19	10678	522	687	17	1	1	12033	0
Nick Stevens	9	1035	403	594	9	1	1	8432	0
Some Sports Guy	21	1401	84	343	3	1	1	13693	0
DNA Clothing	12	36	159	186	0	1	0	163	1
Tom Davies	14	1205	65	266	4	1	1	5774	0
Lizzie Maher	4	9483	318	1174	24	1	0	1740	0
Jan Maree Smith	18	231240	7364	7235	10	3	3	204176	0
#PaperlessMovement	17	1645	1884	100	20	2	0	1050	1
Jake | A Star Is Born ⭐️	13	10839	2434	664	40	1	1	13521	0
savy stuffing 🦃	12	25860	503	467	1	1	1	2412	0
santiago sandoval	21	1824	299	287	6	1	1	10081	1
Hana	16	7126	48	73	0	4	4	10914	1
Best_ME_Dimples	21	56948	4211	4996	31	1	1	50774	0
David Dal Busco	13	934	230	219	3	2	1	532	0
The3Million	22	86723	422	98	3	1	1	78529	1
❌KAG4EVER❌	13	4115	215	257	1	1	1	11868	0
Johann Callaghan	17	2949	907	1660	28	1	0	2851	1
Daisy ✿	22	3023	896	4505	153	1	1	78239	0
AmnaW	15	7728	198	1256	1	1	1	11339	0
John Hurrey	19	6152	3657	3810	2	1	1	6189	0
Riko	18	1070	308	221	27	1	1	104078	0
Hans	24	18015	1066	923	11	1	1	320849	0
Agata Leszkiewicz	20	171	35	221	0	1	0	86	0
zxphyrz 🌐	10	2383	93	119	0	1	0	1323	0
hank williams	9	2191	57	432	0	1	1	288	0
SeansLipSyncingSock	26	39910	188	41	1	1	1	33710	0
ちょこっとＫＩＲＡＲＡ	23	11226	594	1868	2	4	4	21489	0
Stacy Burke	15	27919	21470	1312	257	1	1	40547	1
Amanda Smith	23	333521	4854	5232	8	1	1	142525	1
ℰrica	7	5543	9662	508	7	2	2	5348	0
Sarah Jaffe	22	28769	47819	1117	1547	1	0	72483	0
شبلي	17	0	0	0	0	1	1	28	1
Eric Loiselle	18	13652	396	417	30	1	0	3962	0
Scott Stinson	17	5344	2423	2422	165	1	1	24463	0
life is good.	24	7454	964	3676	74	2	2	32608	1
Dan Turk	21	2094	364	347	21	1	1	4162	0
⚽️🥊	14	15	16	145	0	1	1	84	0
Ravi Kundurthi	20	24083	402	555	8	1	1	19635	0
Trevor Godman	22	827	241	460	14	1	0	2806	0
That Red Haired Dude	23	1262	7033	714	20	1	0	79949	0
mono😑💜	17	362139	2346	2394	18	1	1	112899	1
The Slap Fight Podcast	24	14	14	3	0	1	0	41	1
Suzie Pressley	9	6326	127	61	4	1	0	7500	0
Esthechoc	19	1660	1659	961	31	1	0	1650	1
Wordpress Developer(Divi Expert)	11	868	243	720	0	2	0	322	0
ProLife Patriot 🇺🇸	15	6714	6110	6483	0	1	1	7089	0
Lowenthal Eun	17	0	1	91	0	1	1	49	1
A.wake.ned	24	244	347	723	2	1	1	368	0
compotitter	19	639	54	1554	0	2	2	4622	0
Mohasad	13	70	2	83	0	1	1	37	1
Ken Reichley	25	834	2687	4888	39	1	1	4176	1
TheMacGyver/SG-1AudioSeries	16	1134	524	2318	4	1	0	208	0
Aine	19	11649	2547	2562	289	3	1	7297	0
Toni	13	90537	15232	2127	1	3	2	9243	0
🎀SirFancyLot🎀	7	1518	320	844	8	1	0	1508	0
wacuesta_dayton	20	51492	1174	1771	5	1	1	31654	0
Vera Cayce 💜🌌	23	17295	1232	685	11	4	3	424	1
Jerry Wewel❌	23	16469	404	762	0	1	1	10459	0
AleForge	20	0	13	5	0	1	0	24	1
Mike Colledge	20	1251	948	1086	38	1	1	5724	1
Estrella Simon	21	26972	11755	12022	21	1	1	8392	0
Stephen Jaffa	17	0	0	51	0	1	1	33	1
riley	20	1194	74	69	8	1	1	555	1
LRKN @ The Alucard Nudes Case	15	56677	477	822	13	1	1	77939	1
Facundo Largacha	18	48	0	8	0	1	1	40	0
I AINT RICH YET	25	13602	1480	733	13	1	1	37575	0
Tony	18	48196	1414	60	18	5	3	9709	0
dali48author	20	31587	1464	2757	74	1	0	31204	0
sohair m	27	6979	430	3758	74	1	1	45191	1
Samantha Dennis	22	385	44	69	0	1	1	47	0
Truth_teller	18	7	6	6	0	3	3	557	0
Just Selling Beans	7	1403	1674	515	43	1	0	12869	0
Sir	22	2963	419	255	8	1	1	7253	0
JCon	23	2288	385	1506	2	1	1	2287	0
Eva Ramsa	15	36	375	359	2	2	0	4436	0
Sexy Smalls	13	2930	5116	3370	67	1	0	12081	1
Dexteraty42	14	56	2	27	0	1	0	69	1
Cold November Rain	22	1757	183	396	12	1	0	16212	0
rtl-sdr.com	23	197	10050	364	229	1	1	3292	1
Official Karen Hickson	7	109	371	1032	4	1	0	4429	0
Josh	18	375236	23834	726	71	9	6	2956	1
Cash for Kids	19	1469	4196	1270	32	4	0	5306	0
vîçtórçhrîsböymótàûñ	17	11841	732	739	0	1	1	7007	0
BenCasey1	10	4327	1048	3116	31	2	0	7232	1
cunmarket.com	22	125	606	4083	82	4	4	159767	0
Peach ♡ #YESorYES	25	71715	309	606	5	1	1	7697	0
M🇺🇸GA/KAG	24	157214	8993	8641	188	1	1	243450	0
Mari Rodriguez	7	37274	2121	2384	29	1	1	59384	0
Sid	14	39462	226	684	0	4	1	414	1
Rosenau Bartel	17	0	0	0	0	1	1	27	1
Deplorable Chuck.	24	40522	3592	3904	38	1	1	54620	0
Xtras Club 6132095954	26	136	337	852	7	1	1	334	0
⚡️LatestDeals	16	281	1555	52	7	1	0	3226	0
Tahk00	19	551	28	1477	0	1	1	271	0
Lily O'Riley	5	1241	1045	1195	14	1	0	305	0
Jesse van der Grient	23	871	119	162	5	1	1	1251	0
tybar	26	40265	257	546	42	1	1	8547	1
Carlos Perez	18	763	314	2418	0	1	1	632	0
Sanjuanita Beach	17	0	1	41	0	1	1	23	1
zane	16	4736	25	20	0	1	1	468	1
Des.™🍯	19	450	1124	449	0	1	1	5234	0
Digital Trends	24	10149	2079709	1229908	12963	1	1	110162	1
Mr One	14	2980	731	314	0	2	1	143	0
nothing safe is worth the drive	25	23295	1446	928	7	1	1	29255	0
Luvi Beauty	16	414	870	221	0	1	0	574	1
Ramon	19	3535	588	629	46	2	2	7366	0
Land Tech Surveying	8	1	412	329	12	1	0	3108	0
Brent Brucker	21	11347	115	499	0	1	1	1211	0
Joan Grech	23	1195	53	42	1	1	1	3149	0
Darren Timms	20	7600	619	1596	6	1	0	1536	0
spootywebs★	21	45309	287	891	19	1	0	22146	0
Junell❌	6	464	3664	4992	0	1	0	7085	0
SierraNicoleStevens	11	15418	437	765	3	1	1	10523	0
Psykodoughboy	21	25682	319	1463	10	1	1	12736	1
Sharell Wong	17	0	1	0	0	1	1	16	1
melissa sperling	12	823	81	275	11	1	0	2222	0
Mat Lee	11	85	157	380	62	1	0	5184	0
Bali's Best Bar Resort	13	174	54	112	1	1	1	314	0
Beth Adams	23	727	233	591	7	1	1	2089	0
Randy Baysinger	23	540	51	147	0	1	1	376	0
Lenny	12	1102	1192	948	40	2	1	69849	0
meghan	22	245712	1848	435	9	2	2	78776	1
🎥CinemaNut📽	6	75836	238	360	0	1	1	34106	0
Arewethereyet?	7	54	110	331	0	1	0	8	0
Joshua Briscoe	11	2446	322	234	20	1	1	2136	0
Gigi Sinner	19	15161	4088	197	8	1	1	6879	0
Etsy Group Board	14	0	790	4	6	3	3	12806	1
リリス07	22	10551	63	85	5	4	4	14477	0
Rick Barnes	15	32405	5824	5467	223	1	1	128136	1
Jarrett A Thomas	13	2909	311	850	12	1	1	5553	0
1917 Russia	27	504	115	569	0	1	1	3676	1
brittany hassock	17	6896	748	907	0	1	1	11891	1
Steve Landis	14	1008	68	197	0	1	0	1915	0
3PigsPate	23	181	101	223	3	1	0	230	1
Gabana Junior	13	733	83	206	2	1	0	1696	0
ABeardedViking/DFost	18	33044	399	739	1	1	0	9740	0
Cristina Martinez	5	1268	75	371	0	1	0	246	0
Thembekile Nambane	19	104592	18486	18573	0	1	1	13038	0
prettyinpunq	22	201	277	1082	0	1	1	269	1
Lerato Mathebula	18	33137	502	815	66	1	1	17318	0
Adeshina Lawal	8	55	81	109	0	1	0	423	0
Andrés R.	21	7323	1026	697	3	1	1	1764	0
Indra_indigo	19	456	59	212	1	1	1	952	0
alex_z	19	7225	9647	10342	31	1	1	7510	0
cellonotes	23	632	15	379	0	1	1	1142	1
jaheathen I targaryen	9	194032	926	1103	26	1	0	67574	0
Cali007	23	72464	16415	918	58	4	3	67762	0
Tag The Fox	25	55922	10244	9633	330	1	1	289886	0
Ruhul Amin	11	328	606	2299	0	1	0	48	1
Seetha	24	8682	737	746	0	1	1	3798	0
Slim Turkey	13	157	88	374	0	2	0	214	0
Disillusioned	21	88253	421	113	6	1	1	53992	1
Thorin's Corner	5	96889	862	120	8	1	1	47999	0
Mafuyu	23	51	10	20	4	1	1	896	0
QueenCityMama	27	373	83	761	4	1	1	4546	1
Joe Murray 🌐	7	6787	19828	494	44	1	0	4838	0
Cristina	20	6673	293	402	4	3	2	7226	0
Melanie Corning	20	102	398	4842	183	1	1	128547	1
david bieber	23	6	906	235	54	1	1	217439	0
:(	23	4448	354	426	1	1	1	831	0
:)	12	14993	61	0	0	3	2	4	0
Rita@Rita26	25	6150	1220	1240	1	2	2	2694	1
Melda Kanatake	17	0	0	0	0	1	1	5	1
Caroline Taylor	23	4694	1332	375	54	1	1	7508	0
Maui Kitty's Play Day Animated Children Series	22	217	212	1132	0	3	0	286	0
LondonTheatreBooking	16	6797	22745	271	138	2	0	14307	1
Elizabeth Chilman	22	862	14	41	0	1	1	499	0
Jason Bailey	18	5757	1931	566	58	1	1	3454	1
たかぼん	7	479	112	497	1	1	1	14099	0
Tayler Texas	24	49077	12571	1420	164	1	1	52037	0
Andrew Zaz	20	776	979	4877	66	1	1	59510	0
Amory Miller 🤗💕 #DJTrumplicans/#DigitalSoldier	20	47003	32040	31532	17	5	5	40076	1
Krypt-On Research	25	1304	64	286	2	1	1	2180	1
Zholamanov	19	186	1583	3706	0	1	1	1340	0
The Swithen	17	341	1163	2559	25	2	0	866	0
Kathy Hallacy	20	84311	1778	1750	89	1	1	72210	0
Lars Kaleschke	18	2560	1445	337	46	1	0	1200	0
Shamir Lingard🦋	15	8188	877	3050	20	1	1	25376	0
Nirvana Maistry	19	127	99	484	9	3	3	2763	0
Lightrider	20	2398	35	14	1	1	1	4947	0
Mencoi Gift Shop	12	252	35	103	0	2	0	704	1
Callum Roxburgh	19	15070	3106	472	42	1	1	29999	0
𝓥𝓪𝓵𝓮𝓻𝓲𝓮🦕	14	1257	78	302	1	1	1	1633	0
Alexey Glaziers	21	207	3	73	0	1	1	107	0
Robin Hubbard	20	0	309	1	6	3	3	19735	1
Elise Rabiot	14	75	665	725	136	1	0	4738	0
DropShotta	21	78	22	329	0	2	2	495	0
Kacie Moore	16	5242	207	404	1	1	1	6664	0
CVB Chatham County	11	3066	2141	356	151	1	0	27855	0
Dr. Jane Doe No Moe 💙👩🏻‍⚕️🌀 🌊💦🐳 🧢               👯🐰	19	112768	28485	28346	11	3	3	6897	0
Alexandria Beeriz	25	4309	99	813	0	1	0	1999	0
mindersue	21	23789	827	556	1	2	2	20778	0
Maryann Penza	9	68592	6955	5864	18	1	1	75631	0
Lvl 14 Chillimancer	20	6908	55	741	0	1	1	940	0
Jorge A G	19	615	87	611	0	1	1	1388	0
Frank Booth	25	13271	174	313	0	1	1	5823	0
Nicholas Mee & Co	19	473	1725	836	26	1	0	1886	1
Al4N124	7	744	31	135	1	1	1	480	0
Chloe Wood	22	40743	3113	1176	39	1	0	16130	0
BirthrightStCharles	18	18	25	137	2	1	0	68	0
Bradandboujee	4	467	59	137	0	1	0	415	0
Carla Baron	22	1071	15610	3365	177	1	0	30649	0
Richard Morgan	23	6931	37	106	0	1	1	8882	1
PA Prep Live	21	80	12985	620	43	1	1	33929	0
Shane😋	20	2880	134	380	5	1	1	2438	0
Alberto Pascual	20	82	72	123	18	1	1	291	0
Darryl	21	9099	283	420	139	1	1	31527	0
Ivan Davila	18	2597	230	1745	0	1	1	2209	0
Paul k	21	433	9	17	0	1	0	1026	0
Laurie	22	49616	2258	2538	2	1	1	14267	0
Aflyfish	7	0	0	4	0	2	0	1	0
Dale Kowcenuk	22	15065	1342	2233	56	2	1	37601	0
Lovey Jay Gwevani	18	1033	1852	842	0	1	0	3312	0
Keri Facer	22	1453	4428	1089	204	1	1	6052	0
Cairo O'Neill	18	12228	907	589	29	1	1	8452	1
S.Sherbrook Therapy	26	15	35	103	0	1	1	55	1
Fam24	24	746	35	205	1	1	1	1474	0
Rebecca Yates	19	482	345	640	6	1	1	1787	0
BigBoyTumbleweed	19	18664	3730	3488	513	5	5	57121	1
Sherral Domako	22	1166	306	366	7	1	0	397	1
❌🇺🇸Suzanne⭐⭐⭐	21	15178	13224	13360	3	1	1	24351	0
Ray Hop	18	10829	373	349	6	1	1	42739	1
Mar Pages	16	13611	82684	86807	1515	1	1	71545	0
Debbie Arnold	22	4177	14	65	0	2	2	1102	0
In Left Field 🌊 📚🏊🏖🍸	23	98729	2243	2254	46	1	1	34130	0
BeautyTherapistsOnline	17	7469	8273	5789	272	3	0	79516	1
The Sunup Enquirer	4	682	5	70	0	1	0	240	0
Tales of De'Aaron Do	20	135627	411	3479	38	1	1	42305	0
Darin Diehl	14	1189	669	730	39	1	0	1910	0
Vho Kgabo	6	20633	3135	1052	24	1	0	111068	0
Allun Overton	9	1153	172	1043	5	1	1	11678	0
أمل ○○♥	22	85	54	22	0	1	1	532	1
Kevin	18	412293	9842	306	0	14	13	2415	1
F-tech motorsport	13	9	4	54	0	2	0	8	0
O.J	16	367	214	719	1	6	4	2866	0
Nana 🐦 🌹🌻	23	159836	10318	5599	536	1	1	265275	0
toronto star boy	23	5015	75	159	0	1	1	3113	0
O.N	25	4338	745	528	2	1	1	9388	1
Glenn Ostrosky	23	345912	3836	2217	1063	1	1	368634	0
Jack Cresswell	17	130	123	239	0	1	0	70	0
Former Blind Liberal	23	3824	9207	10042	9	1	1	9068	0
Thecynicalobserver!	20	87488	647	330	45	1	1	106619	0
Diva's Den Fashion	8	468	983	1503	9	1	0	10335	0
***Social Media Guy*	16	33034	3539	5000	412	2	0	17731	1
James with a Jay	3	35362	1407	888	47	1	0	45501	1
Oykutan	11	913	518	303	1	4	4	1278	0
VToner03	24	229	4	739	0	1	1	211	0
Beard Products	16	143	912	1717	11	1	0	397	1
Brave Bosom	11	6997	2245	2250	114	1	1	8948	0
Lori L.#FBR	12	10267	2044	2973	1	1	1	9979	0
Director Wyn	2	155	16	89	0	1	0	1009	0
Samantha Russell	24	15400	331	649	4	1	0	6015	0
Jill Wintermeyer	23	14653	566	1169	6	1	1	7769	0
Caroline Jaine	23	1539	1047	132	39	1	0	9369	0
Steff ||STREAM EPIPHANY	4	4916	1394	1385	2	1	1	3467	0
Lizzie Franken	20	799	48	336	2	1	0	259	0
Clinton Jeff	23	21785	16737	928	521	1	0	75900	1
Brigi⚽✌	18	191839	977	2987	63	1	1	167566	0
Thomas·王 🍁	15	123	1379	648	461	1	1	98890	1
Assane_Gaye🇸🇳~🇺🇸	7	309	42	89	0	1	0	144	0
Emm Roy	26	1137	2004	540	39	1	1	1458	1
Bam tha Builder	8	1742	49	78	0	1	0	2128	0
3 Hammers Golf	20	2217	2616	1270	49	3	0	10556	0
Idiot Uk Drivers	17	647	1815	1576	20	1	0	899	1
Onigaari	15	4	8	28	0	2	0	60	0
Sipho🇿🇦	8	347	181	205	0	1	1	1189	0
Eleanor Thorne	7	4014	2890	2484	311	1	0	48245	0
🔥 Fire 🔥	22	11149	183	444	15	1	1	13014	0
A l i c e	7	56586	938	3791	11	2	2	66182	0
Pixie Stardust	9	5920	2778	4263	0	1	0	4089	0
DanielrgSmith🇨🇦	13	1170	341	513	9	1	1	731	0
Kami Allen	19	598	9033	3667	659	1	1	55688	1
Glue Creative	16	233	678	1086	29	1	0	868	0
Zero Tolerance	24	7575	99840	2311	655	1	0	14554	1
Aaron Vantrees	16	314	57	92	0	1	0	309	0
Daisy Jane	17	91054	584189	1395	1866	2	2	637687	1
Lotty Earns	22	10905	35178	14471	255	6	3	31859	1
Racing Xcv	21	331	56	93	0	1	1	1055	0
Hydration Junkie	14	515	1017	1070	3	1	0	196	0
Lieutenant Plebbit	7	7925	335	257	2	1	0	2624	0
Tallery Gallery	21	129	757	1072	1	1	0	389	1
Coded People	18	406	991	590	167	1	0	1133	0
Kate Nell-Johnson 🔮	18	304	29	136	4	1	0	386	0
rockasapp	17	35	2	57	0	3	2	59	1
Darrell "Impeach Trump" West🌊🌊🌊	23	23250	1300	4301	4	1	1	347713	1
L A candles	25	2768	553	714	3	1	0	1888	0
Lala engl	21	7727	153	988	1	1	1	45943	0
#thebloom	26	6561	1414	560	12	1	1	55681	0
textornado	25	28378	126	242	0	1	1	12853	0
Discreet Bullion	13	8074	910	1611	61	1	0	24397	0
スター愛好家	21	11493	1504	2408	0	1	1	11893	1
TheEpicnor	14	525	83	293	0	1	0	556	1
The Creative Upcycler	22	1	3	11	0	2	0	5	0
strawturner	24	2047	388	1360	4	1	1	3572	0
Cat Clark🌹	13	6057	839	819	16	2	0	10235	0
Gunn	14	356	274	481	6	1	0	2172	0
machefola	20	125	16	177	0	1	1	176	0
Wales Got Talent	24	116	86	235	0	1	1	156	0
ChiTownLionPSU	12	126394	3205	3006	63	1	1	90593	0
Dwaun Sellers	11	122	285	138	20	1	0	4622	0
La City Social ®	15	1	428	524	39	1	0	7195	0
L Davey	19	57540	316	254	0	3	3	25483	0
Sami Rech	21	232	12	21	0	1	1	139	1
OBNUBIL	22	1085	518	275	53	1	0	524	1
Andy Brice	20	1923	880	132	53	1	1	8634	0
Elaine Shaw	23	4525	329	3828	0	1	1	11179	0
Travis	21	16170	5041	789	196	1	0	3432	0
Lenora Kliemisch	26	61677	927	1299	17	1	1	46926	1
carol Lyle	19	3686	131	331	35	1	1	6060	0
Effie Jaffa	17	0	0	0	0	1	1	11	1
Jennifer Bay	27	44	88	195	0	1	1	4822	1
/\_  Despera	21	19203	246	739	2	1	1	11298	0
Ashli and Trisha Edwards	18	13	290	289	11	1	0	1220	0
Doreen AR	11	1947	19	163	0	1	1	422	0
Lutluv	17	3188	359	984	0	1	1	537	0
Ben Burks	22	31842	373	1226	1	1	1	25302	0
Sibyl Vane	7	9886	55	28	0	1	1	7529	0
Allegra 🎗	16	3347	120	216	4	1	0	14733	0
🖤🖤🖤	12	11462	83	105	0	1	1	5965	0
Christina Cologne	16	11516	178	228	1	1	1	1714	0
Helen Sim	18	88	502	251	30	1	0	1385	0
Katie @ 😴	23	69889	204	735	46	1	1	106965	0
Sicut Judaeis 🇻🇦	7	2395	108	85	1	1	1	1609	0
Paula 	20	1163	61	143	1	1	1	657	0
Abbey	22	50166	486	343	1	1	1	45508	0
Bob Johnson	22	2055	583	1056	7	1	1	1798	0
Rome	7	1097	9	27	0	1	1	211	0
Stoicjustice	23	1406	230	811	0	1	1	3560	1
MysticInvestigations	18	35115	6138	5559	344	2	0	71768	0
Mari Hallen	17	65782	285	504	32	1	1	21142	0
Juliet Wilson	20	4140	208	2476	18	1	1	6126	0
Lesego Kotane	4	207	106	408	0	1	0	382	0
Zara Grimes	24	885	86	484	4	1	1	543	0
Mzz Lady	24	53061	1927	1629	7	1	1	54362	0
mereesha	25	3697	77	561	1	1	0	2362	0
Aasim Tasawar	24	38320	141	65	0	1	1	3350	0
Caleb Turner	14	28855	366	852	7	1	0	16902	0
Career Pathways Inst	19	2	41	99	1	1	0	131	0
Ashley ⚜	19	16964	471	437	2	1	1	7847	0
VToner04	24	206	7	762	0	1	1	200	0
ʎʞɔıɹ✨	10	686	341	381	3	3	0	8914	0
Dylan Dilworth	13	743	33	304	0	1	0	416	0
Dan Fine	17	13	10	22	0	1	0	119	0
Manack Tech&setup	12	5	8	8	0	1	0	25	0
Lance Flohr 🌊	20	23971	454	724	0	1	1	22333	0
Time In	19	10437	1655	4995	55	1	0	10880	1
Midnight Express	6	11327	254	460	3	1	1	11438	0
The Notorious B.I.CHI	11	3	65	118	0	1	0	177	0
Dan Kennedy	8	4569	213	713	8	2	1	16592	0
cung song tuoi	18	90	1	7	0	3	3	100	1
Diane Cichocki	23	28440	198	560	0	1	1	7540	0
VERSATTIRE	9	50	40	111	5	1	0	70	1
Shep Hyken	26	24459	116445	58502	3938	2	2	68393	1
EMILIO®	5	1159	272	271	0	1	0	21921	0
Chrissy M-L	27	31643	3170	3584	396	1	1	121537	1
Altaf	14	0	0	2	0	1	0	2	1
TLDuryea	22	49091	3244	2996	82	1	0	24686	1
Sung Kim	7	1516	244	174	8	1	1	1306	0
Deanna Straub	27	643	3227	4716	2	1	1	5837	1
Business Standard	18	107	1700922	365	2562	1	0	212153	0
Copeland Greeley	17	0	0	0	0	1	1	12	1
WeatherTracker14	21	46	27	18	0	1	0	34	0
